sil xx sil
bánh 4 b EX Nz
báo 4 b a wc
báp 4 b a pc
bát 4 b a tc
báu 4 b aX wc
báy 4 b aX j
bâm 0 b aa mc
bân 0 b aa nc
bâng 0 b aa Nc
bâu 0 b aa wc
bây 0 b aa j
bã 2 b a
bãi 2 b a j
bãm 2 b a mc
bãn 2 b a nc
bãng 2 b a Nz
bãnh 2 b EX Nz
bão 2 b a wc
bãu 2 b aX wc
bãy 2 b aX j
bè 1 b E
bèm 1 b E mc
bèn 1 b E nc
bèng 1 b E Nc
bèo 1 b E wc
bé 4 b E
béc 4 b E kc
bém 4 b E mc
bén 4 b E nc
béng 4 b E Nc
béo 4 b E wc
bép 4 b E pc
bét 4 b E tc
bê 0 b e
bêm 0 b e mc
bên 0 b e nc
bênh 0 b e Nz
bêu 0 b e wc
bì 1 b i
bìa 1 b ie
bìm 1 b i mc
bìn 1 b i nc
bình 1 b i Nz
bìu 1 b i wc
bí 4 b i
bía 4 b ie
bích 4 b i kz
bím 4 b i mc
bín 4 b i nc
bính 4 b i Nz
bíp 4 b i pc
bít 4 b i tc
bíu 4 b i wc
bò 1 b O
bòi 1 b O j
bòm 1 b O mc
bòn 1 b O nc
bòng 1 b OX Nc
bó 4 b O
bóc 4 b O kp
bói 4 b O j
bóm 4 b O mc
bón 4 b O nc
bóng 4 b OX Nc
bóp 4 b O pc
bót 4 b O tc
bô 0 b o
bôi 0 b o j
bôm 0 b o mc
bôn 0 b o nc
bông 0 b o Nm
bõ 2 b O
bõi 2 b O j
bõm 2 b O mc
bõn 2 b O nc
bõng 2 b OX Nc
bù 1 b u
bùa 1 b uo
bùi 1 b u j
bùm 1 b u mc
bùn 1 b u nc
bùng 1 b u Nm
bú 4 b u
búa 4 b uo
búc 4 b u kp
búi 4 b u j
búm 4 b u mc
bún 4 b u nc
búng 4 b u Nm
búp 4 b u pc
bút 4 b u tc
bý 4 b i
bĩ 2 b i
bũ 2 b u
bơ 0 b ow
bư 0 b M
bạ 5 b a
bả 3 b a
bẹ 5 b E
bẻ 3 b E
bẽ 2 b E
bế 4 b e
bề 1 b e
bể 3 b e
bễ 2 b e
bệ 5 b e
bỉ 3 b i
bị 5 b i
bọ 5 b O
bỏ 3 b O
bố 4 b o
bồ 1 b o
bổ 3 b o
bỗ 2 b o
bộ 5 b o
bớ 4 b ow
bờ 1 b ow
bở 3 b ow
bỡ 2 b ow
bợ 5 b ow
bụ 5 b u
bủ 3 b u
bứ 4 b M
bừ 1 b M
bử 3 b M
bữ 2 b M
bự 5 b M
bỳ 1 b i
bỵ 5 b i
bỷ 3 b i
bỹ 2 b i
bĩa 2 b ie
bũa 2 b uo
bưa 0 b wa
bỉa 3 b ie
bịa 5 b ie
bụa 5 b uo
bủa 3 b uo
bứa 4 b wa
bừa 1 b wa
bửa 3 b wa
bữa 2 b wa
bựa 5 b wa
bạc 5 b a kz
bấc 4 b aa kc
bậc 5 b aa kc
bắc 4 b aX kc
bặc 5 b aX kc
bẹc 5 b E kc
bọc 5 b O kp
bốc 4 b o kp
bộc 5 b o kp
bục 5 b u kp
bức 4 b M kc
bực 5 b M kc
bạch 5 b EX kz
bếch 4 b e kz
bệch 5 b e kz
bịch 5 b i kz
bũi 2 b u j
bơi 0 b ow j
bưi 0 b M j
bại 5 b a j
bải 3 b a j
bọi 5 b O j
bỏi 3 b O j
bối 4 b o j
bồi 1 b o j
bổi 3 b o j
bỗi 2 b o j
bội 5 b o j
bới 4 b ow j
bời 1 b ow j
bởi 3 b ow j
bỡi 2 b ow j
bợi 5 b ow j
bụi 5 b u j
bủi 3 b u j
bứi 4 b M j
bừi 1 b M j
bửi 3 b M j
bữi 2 b M j
bựi 5 b M j
băm 0 b aX mc
bĩm 2 b i mc
bũm 2 b u mc
bơm 0 b ow mc
bưm 0 b M mc
bạm 5 b a mc
bảm 3 b a mc
bấm 4 b aa mc
bầm 1 b aa mc
bẩm 3 b aa mc
bẫm 2 b aa mc
bậm 5 b aa mc
bắm 4 b aX mc
bằm 1 b aX mc
bẳm 3 b aX mc
bẵm 2 b aX mc
bặm 5 b aX mc
bẹm 5 b E mc
bẻm 3 b E mc
bẽm 2 b E mc
bếm 4 b e mc
bềm 1 b e mc
bểm 3 b e mc
bễm 2 b e mc
bệm 5 b e mc
bỉm 3 b i mc
bịm 5 b i mc
bọm 5 b O mc
bỏm 3 b O mc
bốm 4 b o mc
bồm 1 b o mc
bổm 3 b o mc
bỗm 2 b o mc
bộm 5 b o mc
bớm 4 b ow mc
bờm 1 b ow mc
bởm 3 b ow mc
bỡm 2 b ow mc
bợm 5 b ow mc
bụm 5 b u mc
bủm 3 b u mc
bứm 4 b M mc
bừm 1 b M mc
bửm 3 b M mc
bữm 2 b M mc
bựm 5 b M mc
băn 0 b aX nc
bĩn 2 b i nc
bũn 2 b u nc
bơn 0 b ow nc
bưn 0 b M nc
bạn 5 b a nc
bản 3 b a nc
bấn 4 b aa nc
bần 1 b aa nc
bẩn 3 b aa nc
bẫn 2 b aa nc
bận 5 b aa nc
bắn 4 b aX nc
bằn 1 b aX nc
bẳn 3 b aX nc
bẵn 2 b aX nc
bặn 5 b aX nc
bẹn 5 b E nc
bẻn 3 b E nc
bẽn 2 b E nc
bến 4 b e nc
bền 1 b e nc
bển 3 b e nc
bễn 2 b e nc
bện 5 b e nc
bỉn 3 b i nc
bịn 5 b i nc
bọn 5 b O nc
bỏn 3 b O nc
bốn 4 b o nc
bồn 1 b o nc
bổn 3 b o nc
bỗn 2 b o nc
bộn 5 b o nc
bớn 4 b ow nc
bờn 1 b ow nc
bởn 3 b ow nc
bỡn 2 b ow nc
bợn 5 b ow nc
bụn 5 b u nc
bủn 3 b u nc
bứn 4 b M nc
bừn 1 b M nc
bửn 3 b M nc
bữn 2 b M nc
bựn 5 b M nc
băng 0 b aX Nc
bũng 2 b u Nm
bưng 0 b M Nc
bạng 5 b a Nz
bảng 3 b a Nz
bấng 4 b aa Nc
bầng 1 b aa Nc
bẩng 3 b aa Nc
bẫng 2 b aa Nc
bậng 5 b aa Nc
bắng 4 b aX Nc
bằng 1 b aX Nc
bẳng 3 b aX Nc
bẵng 2 b aX Nc
bặng 5 b aX Nc
bẹng 5 b E Nc
bẻng 3 b E Nc
bẽng 2 b E Nc
bọng 5 b OX Nc
bỏng 3 b OX Nc
bống 4 b o Nm
bồng 1 b o Nm
bổng 3 b o Nm
bỗng 2 b o Nm
bộng 5 b o Nm
bụng 5 b u Nm
bủng 3 b u Nm
bứng 4 b M Nc
bừng 1 b M Nc
bửng 3 b M Nc
bững 2 b M Nc
bựng 5 b M Nc
bĩnh 2 b i Nz
bạnh 5 b EX Nz
bảnh 3 b EX Nz
bếnh 4 b e Nz
bềnh 1 b e Nz
bểnh 3 b e Nz
bễnh 2 b e Nz
bệnh 5 b e Nz
bỉnh 3 b i Nz
bịnh 5 b i Nz
bạo 5 b a wc
bảo 3 b a wc
bẹo 5 b E wc
bẻo 3 b E wc
bẽo 2 b E wc
bạp 5 b a pc
bấp 4 b aa pc
bập 5 b aa pc
bắp 4 b aX pc
bặp 5 b aX pc
bẹp 5 b E pc
bếp 4 b e pc
bệp 5 b e pc
bịp 5 b i pc
bọp 5 b O pc
bốp 4 b o pc
bộp 5 b o pc
bớp 4 b ow pc
bợp 5 b ow pc
bụp 5 b u pc
bạt 5 b a tc
bất 4 b aa tc
bật 5 b aa tc
bắt 4 b aX tc
bặt 5 b aX tc
bẹt 5 b E tc
bết 4 b e tc
bệt 5 b e tc
bịt 5 b i tc
bọt 5 b O tc
bốt 4 b o tc
bột 5 b o tc
bớt 4 b ow tc
bợt 5 b ow tc
bụt 5 b u tc
bứt 4 b M tc
bựt 5 b M tc
bĩu 2 b i wc
bưu 0 b M wc
bạu 5 b aX wc
bảu 3 b aX wc
bấu 4 b aa wc
bầu 1 b aa wc
bẩu 3 b aa wc
bẫu 2 b aa wc
bậu 5 b aa wc
bếu 4 b e wc
bều 1 b e wc
bểu 3 b e wc
bễu 2 b e wc
bệu 5 b e wc
bỉu 3 b i wc
bịu 5 b i wc
bứu 4 b M wc
bừu 1 b M wc
bửu 3 b M wc
bữu 2 b M wc
bựu 5 b M wc
bạy 5 b aX j
bảy 3 b aX j
bấy 4 b aa j
bầy 1 b aa j
bẩy 3 b aa j
bẫy 2 b aa j
bậy 5 b aa j
bước 4 b wa kc
bược 5 b wa kc
bươi 0 b wa j
bưới 4 b wa j
bười 1 b wa j
bưởi 3 b wa j
bưỡi 2 b wa j
bượi 5 b wa j
bươm 0 b wa mc
bướm 4 b wa mc
bườm 1 b wa mc
bưởm 3 b wa mc
bưỡm 2 b wa mc
bượm 5 b wa mc
bươn 0 b wa nc
bướn 4 b wa nc
bườn 1 b wa nc
bưởn 3 b wa nc
bưỡn 2 b wa nc
bượn 5 b wa nc
bương 0 b wa Nc
bướng 4 b wa Nc
bường 1 b wa Nc
bưởng 3 b wa Nc
bưỡng 2 b wa Nc
bượng 5 b wa Nc
bướp 4 b wa pc
bượp 5 b wa pc
bướt 4 b wa tc
bượt 5 b wa tc
bươu 0 b wa wc
bướu 4 b wa wc
bườu 1 b wa wc
bưởu 3 b wa wc
bưỡu 2 b wa wc
bượu 5 b wa wc
ca 0 k a
cai 0 k a j
cam 0 k a mc
can 0 k a nc
cang 0 k a Nz
canh 0 k EX Nz
cao 0 k a wc
cau 0 k aX wc
cay 0 k aX j
cha 0 c a
chai 0 c a j
cham 0 c a mc
chan 0 c a nc
chang 0 c a Nz
chanh 0 c EX Nz
chao 0 c a wc
chau 0 c aX wc
chay 0 c aX j
che 0 c E
chem 0 c E mc
chen 0 c E nc
cheng 0 c E Nc
cheo 0 c E wc
chi 0 c i
chia 0 c ie
chim 0 c i mc
chin 0 c i nc
chinh 0 c i Nz
chiu 0 c i wc
chiêm 0 c ie mc
chiên 0 c ie nc
chiêng 0 c ie Nc
chiêu 0 c ie wc
chiếc 4 c ie kc
chiệc 5 c ie kc
chiếm 4 c ie mc
chiềm 1 c ie mc
chiểm 3 c ie mc
chiễm 2 c ie mc
chiệm 5 c ie mc
chiến 4 c ie nc
chiền 1 c ie nc
chiển 3 c ie nc
chiễn 2 c ie nc
chiện 5 c ie nc
chiếng 4 c ie Nc
chiềng 1 c ie Nc
chiểng 3 c ie Nc
chiễng 2 c ie Nc
chiệng 5 c ie Nc
chiếp 4 c ie pc
chiệp 5 c ie pc
chiết 4 c ie tc
chiệt 5 c ie tc
chiếu 4 c ie wc
chiều 1 c ie wc
chiểu 3 c ie wc
chiễu 2 c ie wc
chiệu 5 c ie wc
cho 0 c O
choa 0 c w a
choai 0 c w a j
choam 0 c w a mc
choan 0 c w a nc
choang 0 c w a Nz
choanh 0 c w EX Nz
choao 0 c w a wc
choay 0 c w aX j
choe 0 c w E
choem 0 c w E mc
choen 0 c w E nc
choeo 0 c w e wc
choi 0 c O j
chom 0 c O mc
chon 0 c O nc
chong 0 c OX Nc
choong 0 c O Nm
chòa 1 c w a
choài 1 c w a j
choàm 1 c w a mc
choàn 1 c w a nc
choàng 1 c w a Nz
choành 1 c w EX Nz
choào 1 c w a wc
choày 1 c w aX j
chóa 4 c w a
choác 4 c w a kz
choách 4 c w EX kz
choái 4 c w a j
choám 4 c w a mc
choán 4 c w a nc
choáng 4 c w a Nz
choánh 4 c w EX Nz
choáo 4 c w a wc
choáp 4 c w a pc
choát 4 c w a tc
choáy 4 c w aX j
chõa 2 c w a
choãi 2 c w a j
choãm 2 c w a mc
choãn 2 c w a nc
choãng 2 c w a Nz
choãnh 2 c w EX Nz
choão 2 c w a wc
choãy 2 c w aX j
chòe 1 c w E
choèm 1 c w E mc
choèn 1 c w E nc
choèo 1 c w e wc
chóe 4 c w E
choém 4 c w E mc
choén 4 c w E nc
choéo 4 c w e wc
choét 4 c w E tc
choòng 1 c OX Nc
choóc 4 c O kp
choóng 4 c OX Nc
choõng 2 c OX Nc
chọa 5 c w a
chỏa 3 c w a
chọe 5 c w E
chỏe 3 c w E
chõe 2 c w E
choạc 5 c w a kz
choắc 4 c w aX kc
choặc 5 c w aX kc
choọc 5 c O kp
choạch 5 c w EX kz
choại 5 c w a j
choải 3 c w a j
choăm 0 c w aX mc
choạm 5 c w a mc
choảm 3 c w a mc
choắm 4 c w aX mc
choằm 1 c w aX mc
choẳm 3 c w aX mc
choẵm 2 c w aX mc
choặm 5 c w aX mc
choẹm 5 c w E mc
choẻm 3 c w E mc
choẽm 2 c w E mc
choăn 0 c w aX nc
choạn 5 c w a nc
choản 3 c w a nc
choắn 4 c w aX nc
choằn 1 c w aX nc
choẳn 3 c w aX nc
choẵn 2 c w aX nc
choặn 5 c w aX nc
choẹn 5 c w E nc
choẻn 3 c w E nc
choẽn 2 c w E nc
choăng 0 c w aX Nc
choạng 5 c w a Nz
choảng 3 c w a Nz
choắng 4 c w aX Nc
choằng 1 c w aX Nc
choẳng 3 c w aX Nc
choẵng 2 c w aX Nc
choặng 5 c w aX Nc
choọng 5 c OX Nc
choỏng 3 c OX Nc
choạnh 5 c w EX Nz
choảnh 3 c w EX Nz
choạo 5 c w a wc
choảo 3 c w a wc
choẹo 5 c w e wc
choẻo 3 c w e wc
choẽo 2 c w e wc
choạp 5 c w a pc
choạt 5 c w a tc
choắt 4 c w aX tc
choặt 5 c w aX tc
choẹt 5 c w E tc
choạy 5 c w aX j
choảy 3 c w aX j
chu 0 c u
chua 0 c uo
chui 0 c u j
chum 0 c u mc
chun 0 c u nc
chung 0 c u Nm
chuy 0 c w i
chuya 0 c w ie
chuyn 0 c w i nc
chuynh 0 c w i Nz
chuyu 0 c w iu
chuyên 0 c w ie nc
chuyến 4 c w ie nc
chuyền 1 c w ie nc
chuyển 3 c w ie nc
chuyễn 2 c w ie nc
chuyện 5 c w ie nc
chuyết 4 c w ie tc
chuyệt 5 c w ie tc
chuân 0 c w aa nc
chuâng 0 c w aa Nc
chuây 0 c w aa j
chuê 0 c w E
chuênh 0 c w E Nz
chuôi 0 c uo j
chuôm 0 c uo mc
chuôn 0 c uo nc
chuông 0 c uo Nc
chúy 4 c w i
chuýa 4 c w ie
chuých 4 c w i kz
chuýn 4 c w i nc
chuýnh 4 c w i Nz
chuýp 4 c w i pc
chuýt 4 c w i tc
chuýu 4 c w iu
chuơ 0 c uo
chuế 4 c w E
chuề 1 c w E
chuể 3 c w E
chuễ 2 c w E
chuệ 5 c w E
chuớ 4 c uo
chuờ 1 c uo
chuở 3 c uo
chuỡ 2 c uo
chuợ 5 c uo
chùy 1 c w i
chụy 5 c w i
chủy 3 c w i
chũy 2 c w i
chuỳa 1 c w ie
chuỵa 5 c w ie
chuỷa 3 c w ie
chuỹa 2 c w ie
chuốc 4 c uo kc
chuộc 5 c uo kc
chuếch 4 c w E kz
chuệch 5 c w E kz
chuỵch 5 c w i kz
chuối 4 c uo j
chuồi 1 c uo j
chuổi 3 c uo j
chuỗi 2 c uo j
chuội 5 c uo j
chuốm 4 c uo mc
chuồm 1 c uo mc
chuổm 3 c uo mc
chuỗm 2 c uo mc
chuộm 5 c uo mc
chuấn 4 c w aa nc
chuần 1 c w aa nc
chuẩn 3 c w aa nc
chuẫn 2 c w aa nc
chuận 5 c w aa nc
chuốn 4 c uo nc
chuồn 1 c uo nc
chuổn 3 c uo nc
chuỗn 2 c uo nc
chuộn 5 c uo nc
chuỳn 1 c w i nc
chuỵn 5 c w i nc
chuỷn 3 c w i nc
chuỹn 2 c w i nc
chuấng 4 c w aa Nc
chuầng 1 c w aa Nc
chuẩng 3 c w aa Nc
chuẫng 2 c w aa Nc
chuậng 5 c w aa Nc
chuống 4 c uo Nc
chuồng 1 c uo Nc
chuổng 3 c uo Nc
chuỗng 2 c uo Nc
chuộng 5 c uo Nc
chuếnh 4 c w E Nz
chuềnh 1 c w E Nz
chuểnh 3 c w E Nz
chuễnh 2 c w E Nz
chuệnh 5 c w E Nz
chuỳnh 1 c w i Nz
chuỵnh 5 c w i Nz
chuỷnh 3 c w i Nz
chuỹnh 2 c w i Nz
chuốp 4 c uo pc
chuộp 5 c uo pc
chuỵp 5 c w i pc
chuất 4 c w aa tc
chuật 5 c w aa tc
chuốt 4 c uo tc
chuột 5 c uo tc
chuỵt 5 c w i tc
chuỳu 1 c w iu
chuỵu 5 c w iu
chuỷu 3 c w iu
chuỹu 2 c w iu
chuấy 4 c w aa j
chuầy 1 c w aa j
chuẩy 3 c w aa j
chuẫy 2 c w aa j
chuậy 5 c w aa j
chy 0 c i
chà 1 c a
chài 1 c a j
chàm 1 c a mc
chàn 1 c a nc
chàng 1 c a Nz
chành 1 c EX Nz
chào 1 c a wc
chàu 1 c aX wc
chày 1 c aX j
chá 4 c a
chác 4 c a kz
chách 4 c EX kz
chái 4 c a j
chám 4 c a mc
chán 4 c a nc
cháng 4 c a Nz
chánh 4 c EX Nz
cháo 4 c a wc
cháp 4 c a pc
chát 4 c a tc
cháu 4 c aX wc
cháy 4 c aX j
châm 0 c aa mc
chân 0 c aa nc
châng 0 c aa Nc
châu 0 c aa wc
chây 0 c aa j
chã 2 c a
chãi 2 c a j
chãm 2 c a mc
chãn 2 c a nc
chãng 2 c a Nz
chãnh 2 c EX Nz
chão 2 c a wc
chãu 2 c aX wc
chãy 2 c aX j
chè 1 c E
chèm 1 c E mc
chèn 1 c E nc
chèng 1 c E Nc
chèo 1 c E wc
ché 4 c E
chéc 4 c E kc
chém 4 c E mc
chén 4 c E nc
chéng 4 c E Nc
chéo 4 c E wc
chép 4 c E pc
chét 4 c E tc
chê 0 c e
chêm 0 c e mc
chên 0 c e nc
chênh 0 c e Nz
chêu 0 c e wc
chì 1 c i
chìa 1 c ie
chìm 1 c i mc
chìn 1 c i nc
chình 1 c i Nz
chìu 1 c i wc
chí 4 c i
chía 4 c ie
chích 4 c i kz
chím 4 c i mc
chín 4 c i nc
chính 4 c i Nz
chíp 4 c i pc
chít 4 c i tc
chíu 4 c i wc
chò 1 c O
chòi 1 c O j
chòm 1 c O mc
chòn 1 c O nc
chòng 1 c OX Nc
chó 4 c O
chóc 4 c O kp
chói 4 c O j
chóm 4 c O mc
chón 4 c O nc
chóng 4 c OX Nc
chóp 4 c O pc
chót 4 c O tc
chô 0 c o
chôi 0 c o j
chôm 0 c o mc
chôn 0 c o nc
chông 0 c o Nm
chõ 2 c O
chõi 2 c O j
chõm 2 c O mc
chõn 2 c O nc
chõng 2 c OX Nc
chù 1 c u
chùa 1 c uo
chùi 1 c u j
chùm 1 c u mc
chùn 1 c u nc
chùng 1 c u Nm
chú 4 c u
chúa 4 c uo
chúc 4 c u kp
chúi 4 c u j
chúm 4 c u mc
chún 4 c u nc
chúng 4 c u Nm
chúp 4 c u pc
chút 4 c u tc
chý 4 c i
chĩ 2 c i
chũ 2 c u
chơ 0 c ow
chư 0 c M
chạ 5 c a
chả 3 c a
chẹ 5 c E
chẻ 3 c E
chẽ 2 c E
chế 4 c e
chề 1 c e
chể 3 c e
chễ 2 c e
chệ 5 c e
chỉ 3 c i
chị 5 c i
chọ 5 c O
chỏ 3 c O
chố 4 c o
chồ 1 c o
chổ 3 c o
chỗ 2 c o
chộ 5 c o
chớ 4 c ow
chờ 1 c ow
chở 3 c ow
chỡ 2 c ow
chợ 5 c ow
chụ 5 c u
chủ 3 c u
chứ 4 c M
chừ 1 c M
chử 3 c M
chữ 2 c M
chự 5 c M
chỳ 1 c i
chỵ 5 c i
chỷ 3 c i
chỹ 2 c i
chĩa 2 c ie
chũa 2 c uo
chưa 0 c wa
chỉa 3 c ie
chịa 5 c ie
chụa 5 c uo
chủa 3 c uo
chứa 4 c wa
chừa 1 c wa
chửa 3 c wa
chữa 2 c wa
chựa 5 c wa
chạc 5 c a kz
chấc 4 c aa kc
chậc 5 c aa kc
chắc 4 c aX kc
chặc 5 c aX kc
chẹc 5 c E kc
chọc 5 c O kp
chốc 4 c o kp
chộc 5 c o kp
chục 5 c u kp
chức 4 c M kc
chực 5 c M kc
chạch 5 c EX kz
chếch 4 c e kz
chệch 5 c e kz
chịch 5 c i kz
chũi 2 c u j
chơi 0 c ow j
chưi 0 c M j
chại 5 c a j
chải 3 c a j
chọi 5 c O j
chỏi 3 c O j
chối 4 c o j
chồi 1 c o j
chổi 3 c o j
chỗi 2 c o j
chội 5 c o j
chới 4 c ow j
chời 1 c ow j
chởi 3 c ow j
chỡi 2 c ow j
chợi 5 c ow j
chụi 5 c u j
